SO49410,Eddie Dominguez,eddie13@adventure-works.com,"Road-250 Red, 48",1,7/18/2021
SO49411,Todd Wang,todd3@adventure-works.com,"Road-250 Red, 44",1,7/19/2021
SO49419,Ashlee Luo,ashlee13@adventure-works.com,"Road-250 Red, 44",1,7/20/2021
SO49421,Jorge Gao,jorge17@adventure-works.com,"Road-250 Black, 58",1,7/21/2021
SO49422,Karla Chander,karla17@adventure-works.com,"Road-250 Red, 52",1,7/22/2021
SO49424,Donald Lopez,donald18@adventure-works.com,"Road-650 Black, 52",1,7/23/2021
SO49423,Ashlee Beck,ashlee4@adventure-works.com,"Road-650 Red, 52",1,7/24/2021
SO49425,Molly Madan,molly7@adventure-works.com,"Road-250 Red, 48",1,7/25/2021
SO49430,Luis Lal,luis29@adventure-works.com,"Road-650 Red, 44",1,7/26/2021
SO49431,Morgan Brooks,morgan67@adventure-works.com,"Road-650 Black, 58",1,7/27/2021
SO49426,Melinda Carlson,melinda13@adventure-works.com,"Road-650 Red, 60",1,7/28/2021
SO49427,Paula Dominguez,paula15@adventure-works.com,"Road-650 Black, 44",1,7/29/2021
SO49429,Eddie Vazquez,eddie15@adventure-works.com,"Mountain-200 Black, 42",1,7/30/2021
SO49428,Jonathan Clark,jonathan73@adventure-works.com,"Road-250 Red, 44",1,7/31/2021
SO49434,Dalton Collins,dalton45@adventure-works.com,"Road-550-W Yellow, 38",1,8/1/2021
SO49432,Walter Navarro,walter3@adventure-works.com,"Road-250 Black, 44",1,8/2/2021
SO49433,Misty Raje,misty15@adventure-works.com,"Road-250 Black, 44",1,8/3/2021
SO49435,Jenny Lal,jenny32@adventure-works.com,"Road-250 Black, 52",1,8/4/2021
SO49442,Marshall Jai,marshall32@adventure-works.com,"Road-650 Black, 60",1,8/5/2021
SO49437,Ricardo Andersen,ricardo13@adventure-works.com,"Road-650 Red, 52",1,8/6/2021
SO49436,Kyle Young,kyle44@adventure-works.com,"Road-650 Red, 60",1,8/7/2021
SO49438,Kristine Dominguez,kristine13@adventure-works.com,"Mountain-200 Silver, 46",1,8/8/2021
SO49439,Stacey Li,stacey3@adventure-works.com,"Mountain-200 Silver, 46",1,8/9/2021
SO49440,Franklin Lal,franklin26@adventure-works.com,"Mountain-200 Black, 42",1,8/10/2021
SO49441,Carol Long,carol6@adventure-works.com,"Mountain-200 Black, 38",1,8/11/2021
SO49553,April Beck,april16@adventure-works.com,"Mountain-200 Silver, 42",1,8/12/2021
SO49552,Colleen Anand,colleen45@adventure-works.com,"Mountain-200 Black, 38",1,8/13/2021
SO49551,Chad Luo,chad7@adventure-works.com,"Road-650 Black, 58",1,8/14/2021
SO49550,Marshall Luo,marshall27@adventure-works.com,"Road-650 Red, 48",1,8/15/2021
SO49549,Alicia Sharma,alicia7@adventure-works.com,"Road-550-W Yellow, 38",1,8/16/2021
SO49554,Garrett Rogers,garrett24@adventure-works.com,"Road-650 Black, 62",1,8/17/2021
SO49555,Jenny Ye,jenny12@adventure-works.com,"Road-550-W Yellow, 44",1,8/18/2021
SO49556,Henry Perez,henry22@adventure-works.com,"Road-650 Black, 44",1,8/19/2021
SO49557,Summer Patel,summer3@adventure-works.com,"Road-650 Black, 60",1,8/20/2021
SO49568,Warren Kumar,warren16@adventure-works.com,"Road-250 Black, 48",1,8/21/2021
SO49566,Kyle Mitchell,kyle40@adventure-works.com,"Road-650 Black, 58",1,8/22/2021
SO49558,Christy Beck,christy38@adventure-works.com,"Road-650 Black, 58",1,8/23/2021
SO49565,Deb Foster,deb9@adventure-works.com,"Mountain-200 Silver, 46",1,8/24/2021
SO49567,Derrick Ruiz,derrick2@adventure-works.com,"Mountain-200 Silver, 46",1,8/25/2021
SO49562,Gina Romero,gina9@adventure-works.com,"Mountain-200 Silver, 42",1,8/26/2021
SO49560,Spencer Diaz,spencer24@adventure-works.com,"Road-250 Black, 48",1,8/27/2021
